city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,python,django framework,postgresql,git,linux,javascript,mysql,sql,redis,mongodb,other
Казань,Город Иннополис,2019-11-21T13:45:08+0300,"  Edge Vision  - это молодая компания, которая вышла из компании ООО &quot;Иннософт&quot; в технологичном городе Иннополис. Компания основана выпускниками Университета Иннополис. Основной фокус - аналитика транспортных потоков с использованием компьютерного зрения.    Для тебя, если ты...  • Опытный CV-инженер и умеешь разрабатывать и реализовывать классические и ML/DL CV алгоритмы • Умеешь работать в команде • Заботишься о качестве продукта и кода • Хочешь получать обратную связь от заказчиков и от пользователей продуктов    Ты получишь  • КОМАНДУ (профессиональную и хорошо сработавшуюся) • Интересные задачки • Гибкий рабочий график • Хорошие процессы • Плюшки от компании – оплачиваем конференции и даём ноут, печеньки в придачу    Что нужно?  • Быть основной двигающей силой CV R&amp;D • Ставить и проверять гипотезы • Создавать, тестировать и оптимизировать модели    С тебя  • Отличное знание CV (и OpenCV) на Python (в том числе ML/DL) • Рабочие мозги и критическое мышление • Linux, Git…. ну, тут все всё знают ",Полная занятость,Полный день,От 3 до 6 лет,|CV|ML/DL|OpenCV|Python|Git|Linux,6.0,118000.0,3.0,80000.0,сv software engineer сv программирование на python,Отличное знание CV (и OpenCV) на Python (в том числе ML/DL). Рабочие мозги и критическое мышление.,Заботишься о качестве продукта и кода. Хочешь получать обратную связь от заказчиков и от пользователей продуктов. Ставить и проверять гипотезы. ,0.7333333333333333,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
Казань,БАРС Груп,2019-11-25T12:01:55+0300,"  Мы хотим от кандидата:      Опыт работы на Python и в Django;   Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL;   Знание JavaScript (приветствуется опыт в ExtJS) - хотя бы базовые;   Базовые знания верстки(HTML/CSS)   Желание работать над большими и интересными проектами с тысячами пользователей;   Самостоятельность, ответственность, быстрая обучаемость.          Мы используем в разработке:      Django и ExtJS для реализации Rich Internet Application;   Python для широкого круга задач: от скриптинга до реализации паттернов проектирования, DI, IoC и слабосвязных архитектур;   Continuous Integration: Jenkins;   Source control: git;   Task tracking: Jira;   Итерационный подход к выпуску релизов;   Тестирование: unittest, behave, selenium, etc;   ОС и IDE на выбор разработчика.          Мы предлагаем:      Комфортный офис ;   Позитивная атмосфера, молодой коллектив;   Широкие возможности профессионального и карьерного роста;   Достойная оплата (готовы обсудить ваши пожелания);   Надежный соц.пакет;   Обучение: тренинги, мастер-классы внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека.   Компенсационный пакет для иногородних.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Python,3.0,118000.0,1.0,75000.0,middle python разработчик,"Мы хотим от кандидата: Опыт работы на Python и в Django;. Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL. ","Мы используем в разработке: Тестирование: unittest, behave, selenium, etc. ОС и IDE на выбор разработчика.",0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Казань,ZiMAD,2019-11-18T10:11:18+0300,"  Чем придется заниматься:      Разрабатывать backend для онлайн игр   Разрабатывать масштабируемые высоконагруженные серверные решения   Оптимизировать существующие решения      Требования:      Опыт коммерческой разработки на Python от 3х лет   Linux advanced user   Знание ООП   Высокий уровень владения серверными технологиями, сетевыми протоколами и базами данных   Опыт разработки высоконагруженных многопользовательских online игровых приложений;   Способность работать и принимать архитектурные и технологические решения самостоятельно;   Опыт использования средств отладки и профилирования;   Опыт работы с MongoDB;   Опыт работы с python модулями gevent и mongoengine;   Общие знания NoSQL.      Плюсом будет:      Опыт разработки на golang   Опыт разработки на php (при наличии опыта возможно участие на смежных проектах)      Мы предлагаем:      Работу на сложных и интересных IT-проектах   Комфортабельный офис в центре   Официальное оформление: белая зарплата, отпуск, больничные   ДМС   Конкурентная заработная плата   Бонусы по результатам работы   Гибкое начало рабочего дня   Курсы английского языка   Участие в профильных мероприятиях (конференции, семинары, тренинги)   Профессиональный и карьерный рост   Все условия для эффективной работы   Оказываем поддержку при переезде, помогая на всех этапах релокации   Удаленное сотрудничество   ",Полная занятость,Полный день,От 3 до 6 лет,|Python|MongoDB|Linux|ООП|Английский язык|NoSQL,6.0,118000.0,3.0,75000.0,python разработчик,"Опыт коммерческой разработки на Python от 3х лет. Linux advanced user. Знание ООП. Высокий уровень владения серверными технологиями, сетевыми...",Разрабатывать backend для онлайн игр. Разрабатывать масштабируемые высоконагруженные серверные решения. Оптимизировать существующие решения.,0.8333333333333334,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
Казань,Whalesburg s.r.o.,2019-12-11T19:47:23+0300," Мы Город Китов - компания с российскими корнями в Праге, Чехия. Внедряем технологию распознавания лиц в систему охраны промышленных объектов. Хотим усилить команду разработки. На удалёнку и полный рабочий день требуется ещё один разработчик с опытом работы в данной сфере. Проект интересный: необходимо в реальном времени анализировать 72 видеопотока по 4мп каждый и распознавать лица при помощи библиотеки dlib (любой другой обоснованный вариант приветствуется). На сервере стоят 8 видеокарт 1080Ti, на чьих CUDA ядрах и творится магия. Ваша работа будет в разработке модуля распознавания, бек и фронт есть кому программировать.   Что применяем в проекте:  Python, dlib, React.js, Redux, Ruby, docker, CircleCI, Jira, Confluence, Slack. Обязательно знать только первые два пункта.        Что нужно делать:      Имеются более тысячи сканов паспортов, лица в которых требуется в реальном времени сверять с видео камер наблюдения;   Каждый метод описывать в документации Confluence;   Работать с Backend разработчиком - микросервисная архитектура;   Разрабатывать внутренний API;   Следить за красотой и аккуратностью своего кода;   Писать тесты;   CI/CD;   Писать ежедневные отчёты (сделал, делаю, затруднения).          Требования:      Отличное знание Python;   Опыт разработки ПО по распознаванию лиц;   8 часовой рабочий день;   Испытательный срок месяц.          Условия:      Удалённая работа;   Возможна рабочая виза в Чехии;   Зарплата без задержек 2 раза в месяц;   Бонусы за соблюдение требований и переработку;   Оплата тренингов и курсов связанных с актуальными задачами;   Оплата сторонних профессионалов для консультаций и обучения;   Помощь в решении личных вопросов;   Отпуск по договоренности;   Выходные - святое!   ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|распознавание лиц|Системы видеонаблюдения|удаленная работа,3.0,120000.0,1.0,70000.0,senior python разработчик,Отличное знание Python. Опыт разработки ПО по распознаванию лиц. 8 часовой рабочий день. Испытательный срок месяц.,"Имеются более тысячи сканов паспортов, лица в которых требуется в реальном времени сверять с видео камер наблюдения. Каждый метод описывать...",0.06666666666666667,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Казань,"EPAM Systems, Inc.",2019-12-10T10:40:46+0300," Position means moving to any city where there is an EPAM office, or completely remote work in fulltime mode.   If you are an ambitious Python Engineer and thrive on working on tough, real-world problems, you want to work here. You will be involved in development of all aspects of our high-performance platform based on Python and intended to provide sophisticated solutions for data-intensive environments. We pay special attention to performance and reliability as well as high-quality synchronization, and expect you to strive for excellence in everything you do.   In our turn, we offer you the amazing opportunity to level up your skills due to implementation of best practices and direct communication with and reporting to the customer. You will be working on development of new features, at the same time ensuring the top-notch product release.    Responsibilities      Participate in full-cycle web application development: design, implement, test, and launch solutions in Python   Be involved in a code review process   Integrate with other clients’ systems and applications   Communicate with the customer to clarify requirements   Drive the collaboration process with other team members     Requirements     Highly experienced in Python   Experience in relational databases (PostgreSQL, MySQL)   Knowledge of OOP and design patterns   Knowledge of Python coding standards and best practices   Knowledge of Unix-based OS (CentOS / Debian / Ubuntu)   Understanding of API building principles in web (REST API)   Experience in messaging queues (RabbitMQ)   Experience in Docker      Nice to have      Understanding of distributed applications architecture   Experience in Kubernetes or Docker Swarm   Experience in Django or Flask   AWS (EC2, S3, Lambda)   Understanding of software development life cycle and development methodologies   English - must have      We offer      Experience exchange with colleagues all around the world   Ability to work remotely   Competitive compensation depending on experience and skills   Regular assessments and salary reviews   Social package: medical care, sports, family care   Free English classes   Opportunities for self-realization   Friendly team and enjoyable working environment   Flexible working schedule   Corporate and social events   ",Полная занятость,Полный день,От 3 до 6 лет,|Python|Django Framework|PostgreSQL|MySQL|Unix,6.0,118000.0,3.0,75000.0,python разработчик,"Highly experienced in Python. Experience in relational databases (PostgreSQL, MySQL). Knowledge of OOP and design patterns. Knowledge of Python coding...","Participate in full-cycle web application development: design, implement, test, and launch solutions in Python. Be involved in a code...",0.1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1
Казань,БАРС Груп,2019-11-25T12:01:34+0300,"  Мы хотим от кандидата:      Опыт работы на Python и в Django;   Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL;   Знание JavaScript (приветствуется опыт в ExtJS) - хотя бы базовые;   Базовые знания верстки(HTML/CSS)   Желание работать над большими и интересными проектами с тысячами пользователей;   Самостоятельность, ответственность, быстрая обучаемость.          Мы используем в разработке:      Django и ExtJS для реализации Rich Internet Application;   Python для широкого круга задач: от скриптинга до реализации паттернов проектирования, DI, IoC и слабосвязных архитектур;   Continuous Integration: Jenkins;   Source control: git;   Task tracking: Jira;   Итерационный подход к выпуску релизов;   Тестирование: unittest, behave, selenium, etc;   ОС и IDE на выбор разработчика.          Мы предлагаем:      Комфортный офис ;   Позитивная атмосфера, молодой коллектив;   Широкие возможности профессионального и карьерного роста;   Достойная оплата (готовы обсудить ваши пожелания);   Надежный соц.пакет;   Обучение: тренинги, мастер-классы внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека.   Компенсационный пакет для иногородних.   ",Полная занятость,Полный день,Нет опыта,|Python,,118000.0,,75000.0,junior python разработчик,"Мы хотим от кандидата: Опыт работы на Python и в Django;. Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL. ","Мы используем в разработке: Тестирование: unittest, behave, selenium, etc. ОС и IDE на выбор разработчика.",0.6,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Казань,БАРС Груп,2019-12-09T11:45:27+0300," Компания «БАРС Груп», ведущий разработчик и интегратор решений для государственного и коммерческого секторов, ищет  разработчика Python.     Мы ждем от кандидата:      Опыт работы от года на Python (приветствуется опыт в Django);   Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL;   Базовые знания JavaScript (приветствуется опыт в ExtJS);   Базовые знания верстки(HTML/CSS)   Желание работать над большими и интересными проектами с тысячами пользователей;   Самостоятельность, ответственность, быстрая обучаемость.      Мы используем в разработке:      Django и ExtJS для реализации Rich Internet Application;   Python для широкого круга задач: от скриптинга до реализации паттернов проектирования, DI, IoC и слабосвязных архитектур;   Continuous Integration: Jenkins;   Source control: git;   Task tracking: Jira;   Итерационный подход к выпуску релизов;   Тестирование: unittest, behave, selenium, etc;   ОС и IDE на выбор разработчика.      Мы предлагаем:      Комфортный офис ;   Позитивная атмосфера, молодой коллектив;   Широкие возможности профессионального и карьерного роста;   Официальное трудоустройство, &quot;белая&quot; зарплата, регулярно повышающаяся по гибкой системе грейдов и аттестаций;   Обучение: тренинги, мастер-классы внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека;   Иногородним кандидатам предоставляем комфортные условия для переезда.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,118000.0,1.0,75000.0,python разработчик senior python разработчик,"Опыт работы от года на Python (приветствуется опыт в Django);. Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL. ","Мы используем в разработке: Тестирование: unittest, behave, selenium, etc. ОС и IDE на выбор разработчика.",0.13333333333333333,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ДЖАСТ ВОРК,2019-11-22T12:54:14+0300," В век высоких скоростей и больших возможностей цена времени высока. Поэтому особенно жалко его тратить на поездки в офис и обратно, стояние в пробках на улицах больших городов. У жителей небольших населённых пунктов преград на пути к достойной работе даже больше – длительные поездки из области, необходимость релокации, аренды жилья, расставание с друзьями и близкими.   Такие способы потратить свои силы, время и жизнь нельзя назвать рациональными. Так, например, если на дорогу уходит 1-2 часа в день, то в год выходит от 10 дней до 3-х недель – полноценный отпуск. А стоимость аренды жилья из расчета 30 тысяч рублей в месяц или 360 тысяч рублей в год позволяет достойно провести этот дополнительный отпуск в теплых странах или на горнолыжных курортах.   Мы решили отказаться от стереотипа, что работа должна совершаться в офисе и выстроили свои процессы так, чтобы доставлять работу туда, где её удобно выполнять. Всё что нужно от специалиста – компьютер и стабильный доступ в Интернет, хотя бы на скорости LTE.   Если же вам не сидится на месте, Вы любите путешествовать или зимовать там, где теплее, то наше предложение понравится Вам ещё больше! Мы ценим любознательных и увлечённых людей и нам не важно в какой точке земного шара Вы находитесь. Главное – участвовать в периодических командных созвонах и своевременно выполнять запланированную работу. Кстати, путешествовать, когда это не делает основная масса туристов, существенно дешевле. Попробуйте!   Хотите работать меньше 40 часов в неделю – не стесняйтесь, говорите прямо и мы предложим Вам особые условия. В 2018 году мы вошли в тройку компаний с наилучшими условиями для работы в своей весовой категории . Приходите и убедитесь сами!   Теперь несколько слов о том, что и как мы делаем. Наша компания занимается заказной разработкой. И наш основной профиль и экспертиза – информационные системы для дистрибуции медиаконтента в Интернете. Конечно, мы хорошо умеем делать и другие штуки. Есть опыт создания специализированных CRM, крупных информационных комплексов, автоматизирующих бизнес-процессы, множества сервисов разной направленности. Умеем работать с высокой нагрузкой. Чтобы быть эффективнее, мы стремимся унифицировать технологический стек, постоянно подбираем и оттачиваем удобные инструменты – в нашем арсенале сейчас Python/Django, Vue.js, PostgreSQL и RedisDB, RabbitMQ и Celery, Docker. Разработку ведем проектными командами в рамках гибкой методологии с использованием Redmine, Jira и GitLab.   Мы ищем опытного специалиста, отлично владеющего Python и Django и готового стать ключевым экспертом в одной из наших проектных команд. А мы готовы платить за это от 130 до 200 тысяч рублей в месяц.   И последнее, о чём хотелось бы упомянуть. Отрасль коммерческой разработки бурно растет и даже не думает замедляться. Наша компания растет вместе с ней. Если у вас есть цель развиваться и хорошо зарабатывать – давайте сотрудничать. Активно участвуйте в нашем росте и ваши инициативы окупятся сполна. ",Полная занятость,Удаленная работа,От 3 до 6 лет,|Python|Django Framework|PostgreSQL|SQL|ООП|Docker|Git|Redis|RabbitMQ|Celery,6.0,200000.0,3.0,130000.0,ведущий разработчик python django,Без требований,Без обязанностей,0.7,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
Казань,Центр цифровой трансформации РТ,2019-11-22T10:55:15+0300," Центром цифровой трансформации Республики Татарстан для создания программного продукта, связанного с разработкой и внедрением цифровых сервисов и услуг для жителей Республики Татарстан открыта вакансия: Senior Python developer.    Основными задачами станут::      разработка микросервисов для государственных структур;   анализ требований, оценка и планирование работ по их реализации;   контроль качества кода backend-команды;   наставничество и сопровождение новых сотрудников;   повышение эффективности разработки за счет применения новых практик и инструментов.      Успешный кандидат должен обладать следующими качествами:     профессиональные :     опыт работы python-разработчиком на коммерческих проектах от 5 лет, опыт управления группой от 1 года;   опыт работы с Django, Tornado от 2 лет;   знание паттернов проектирования;   хорошее знание SQL;   умение оптимизировать производительность приложения и базы данных;   знание Unix/Linux;   понимать суть задачи и вносить минимальные необходимые изменения (без “переписать всё”);   опыт использования практик: unit testing, code review, continuous integration;   знание принципов построения микросервисной архитектуры.      личностные :     грамотная речь, умение правильно излагать свои мысли устно и письменно;   ответственность, нацеленность на результат и соблюдение сроков;   ответственность за результат и умение самостоятельно разработать и спланировать решение задачи.      будет плюсом :     общее представление о верстке и js (самому верстать/писать не нужно);       опыт работы с php, ruby, golang;   понимание принципов современной разработки и ведения проектов (agile, баг-трекеры, wiki, git).      Мы предлагаем:      работу в команде профессионалов, не лишённых юмора и душевности;   поддержку инициатив сотрудников и признание права на ошибку;   официальное трудоустройство в соответствии с ТК РФ;   стабильную «белую» заработную плату, выплаты два раза в месяц (5 и 20 число), уровень зарплаты обсуждается по итогам интервью;   комфортный офис в центре города (ИТ-парк);   поддержку профессионального развития;   участие в конференциях и обучающих мероприятиях за счет компании;   индивидуальный подход во всех вопросах;   сложные, но очень интересные задачи, полное отсутствие скуки;   корпоративные мероприятия.       ",Полная занятость,Гибкий график,От 3 до 6 лет,|Python|Git|Linux|Agile Project Management|MongoDB|Django Framework|Tornado|Паттерны проектирования|code review,6.0,118000.0,3.0,75000.0,senior python разработчик,"Опыт работы python-разработчиком на коммерческих проектах от 5 лет, опыт управления группой от 1 года. Опыт работы с Django...","Разработка микросервисов для государственных структур. Анализ требований, оценка и планирование работ по их реализации. Контроль качества кода backend-команды. ",0.7,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1
Казань,Кловер Групп,2019-12-12T11:38:54+0300,"  Кто мы и чем занимаемся?    Мы – молодые, умные и амбициозные,занимаемся разработкой платформы для автоматизации аналитики: производств, энергетики и тяжёлого транспорта.   Компания основана в 2016 году с целью объединить лучшие умы и таланты для создания эффективных технологий искусственного интеллекта и нейросетей, аналитики больших данных для промышленных предприятий различных отраслей.   Ищем Python Developer в нашу команду.        Мы определенно ищем тебя, если ты:      знаешь ООП, python, sql, git   работал с одним из фрейворков на python: django, flask, pyramid   имеешь представление о numpy, pandas, spark   знаком с SOLID, GRASP, паттернами проектирования, принципами функционального программирования          Что нужно будет делать :     разрабатывать сервисы обработки «больших данных» (ETL, Rule Engine, Math Engine)   разрабатывать API взаимодействия с клиентской частью приложений   участвовать в оптимизации и качественном улучшении кода   unit-тесты          Важное о нас:      мы заморочены на качестве и крутых идеях   мы стремимся быть лучшими   мы точно знаем, чего хотим и всегда привержены своему стилю   в команду берем только по-настоящему близких по духу людей и по-хорошему амбициозных          Что мы предлагаем:      привлекательную оплату труда   ДМС или фитнес на выбор   удобный офис в центре Казани, парковка   кофемашина, чай, печеньки   бесплатный волейбол, участие в марафонах, теннисный стол в офисе   оформление по ТК РФ   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,118000.0,1.0,75000.0,python разработчик,"Знаешь ООП, python, sql, git. Работал с одним из фрейворков на python: django, flask, pyramid. Имеешь представление о numpy, pandas...","Разрабатывать сервисы обработки «больших данных» (ETL, Rule Engine, Math Engine). Разрабатывать API взаимодействия с клиентской частью приложений. Участвовать в оптимизации...",0.03333333333333333,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,DataArt,2019-12-10T11:44:51+0300,"  Middle Python Developer     На эту позицию мы рассматриваем резюме от кандидатов из любого города. Тому, кто по итогам собеседований получит предложение о работе на DataArt и примет его, мы поможем с переездом в Воронеж.    DataArt занимается IT-консалтингом и созданием ПО. С 1997 года мы проектируем, разрабатываем, модернизируем и поддерживаем решения, которые помогают расти бизнесу наших клиентов. DataArt начинался как компания друзей. Отсюда — особенная культура, которая отличает нас от других IT-аутсорсеров:   — Плоская структура: нет прямых начальников и подчиненных.   — Мы берем людей не в проект, а в компанию. Если работа на клиента закончилась, вы переходите в другой проект или в оплачиваемый idle.   — Гибкий график, возможность менять проекты, работать из дома, пробовать себя в разных ролях.   — Минимум бюрократии и микроменеджмента, удобные корпоративные сервисы.    ТРЕБОВАНИЯ      Опыт программирования на Python не менее 2-х лет.   Опыт коммерческой разработки.   Базовое знание SQL.   Базовое знание JavaScript, Bootstrap.   Умение работать в команде.   Проактивность, готовность к решению проблем.   Способность адаптироваться к изменениям.   Разговорный английский.      DATAART ПРЕДЛАГАЕТ    Профессиональное развитие: - Опытные коллеги готовы делиться знаниями, внутренние профессиональные комьюнити. - Возможность менять проекты, технологии, пробовать себя в разных ролях. - Внутренний образовательный портал: более 150 технологических курсов и soft skills - тренингов. - Обучение английскому языку: курсы, общение с коллегами и клиентами из разных стран. - Поддержка докладчиков, выступающих на конференциях и встречах технологических сообществ. Отсутствие бюрократии, удобные корпоративные сервисы. Отсутствие дресс-кода, дружеская атмосфера, забота о комфорте специалистов. Гибкий график, ДМС, рабочее место в современном бизнес-центре. Возможность участвовать в конференциях как слушатель и выступающий. ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|SQL|JavaScript|Bootstrap|Английский язык,3.0,118000.0,1.0,75000.0,middle python разработчик,"Опыт программирования на Python не менее 2-х лет. Опыт коммерческой разработки. Базовое знание SQL. Базовое знание JavaScript, Bootstrap. ","Обучение английскому языку: курсы, общение с коллегами и клиентами из разных стран. - Поддержка докладчиков, выступающих на конференциях и встречах технологических...",0.1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
Казань,Кловер Групп,2019-12-12T11:38:57+0300," Founded in 2016 Clover Group has defined the goal of uniting the best minds and talents in a single team committed to creation of effective artificial intelligence tools for the industry. Now more than 90 professionals create the future of the industry. Clover Group has two offices: Kazan and Moscow.   Clover Group is transforming and taking the industry to a new level using intellectual analytics and developing an ecosystem of industrial Internet. Deliver the artificial intelligence technologies for production companies.   We have an exceptional opportunity for a Senior Python Developer in our team. We are growing in the big data, machine learning, predictive analytics and cognitive computing areas. This role will focus on software development based on microservice architecture and big data technologies. We are looking for a candidate who seeks big challenges as part of a strong agile team, who has great collaboration skills, and who has an ability to deliver well thought out technology solutions to tough business problems.        Responsibilities:      software development based on microservice architecture   working with big data technologies   reducing the complexity of the system   tests writing   integration with third-party systems   code review   task management   mentorship      Required Qualifications      3 + years of hands-on experience in Python   experience with at least one Python web framework such as Django, Flask, etc.   2+ years’ experience in Database Administration, Design and Development   strong object oriented software development skills   experience working on teams that practice TDD (Test Driven Development)   knowledge and understanding of ETL design and data processing mechanisms   understanding of microservices architecture   experience in designing big data lake/warehouse for data integration from enterprise wide applications/systems       Desirable Qualifications      lambda architecture for ingestion including real-time streaming technologies (Kafka, Storm, Spark Streaming)   experience with various ingestion patterns for large data sets Experience with Open Source and NoSQL technologies (e.g. MongoDB, Redis) at an Enterprise level   experience in Agile/Scrum Methodologies   experience working in a DevOps/Continuous Delivery environment and associated toolsets (i.e. Jenkins, Gitlab, etc.)   understanding of machine learning   understanding of functional programming      Important about us:      quality and cool ideas- it&#39;s about us   we strive to be the best   we know exactly what we want and always committed to our style   we take into our team only those people who have the mindset similiar to ours   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,118000.0,3.0,75000.0,senior python разработчик,3 + years of hands-on experience in Python. Experience with at least one Python web framework such as Django...,Software development based on microservice architecture. Working with big data technologies. Reducing the complexity of the system. Tests writing. ,0.03333333333333333,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Ак Барс Цифровые Технологии,2019-12-12T10:53:14+0300," Мы развиваем все текущие электронные продукты и постоянно тестируем и масштабируем новые. Нам нужен  Python разработчик  для участия в нашем новом проекте.   Ты будешь разрабатывать функционал платформы для роботизированной автоматизации процессов, а именно: настраивать и проектировать платформы для роботизированной автоматизации процессов и писать код для отдельных модулей платформы.    Какие навыки необходимы для этого:      опыт от 3 лет в роли тестировщика (автотесты) или в роли разработчика (Python)   опыт написания модульных и интеграционных тестов, TDD / BDD   знание протоколов TCP/IP, HTTP/HTTPS, базовое знание JavaScript и HTML   желательно опыт работы в банковской сфере      Что интересного:      разрабатываем новейшие продукты в финтех индустрии   используем современные инженерные и менеджерские практики   команда профессионалов из разных городов с общими интересами и разными взглядами      Что мы предлагаем:      Официальное трудоустройство, белая зарплата   Программа релокации для иногородних   Комфортный офис (кухня, зоны отдыха, X-box, бесплатные парковочные места, чай/кофе, фрукты)   Профессиональное развитие и обучение (внутренние и внешние профильные мероприятия)   Физическое развитие (спортивная комната, скидки на занятия в фитнес-центре, футбол, йога с тренером).   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,118000.0,1.0,75000.0,python разработчик,Какие навыки необходимы для этого: Опыт от 3 лет в роли тестировщика (автотесты) или в роли разработчика (Python). ,"Ты будешь разрабатывать функционал платформы для роботизированной автоматизации процессов, а именно: настраивать и проектировать платформы для роботизированной автоматизации процессов и...",0.03333333333333333,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
