city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,пользователь пк,работа в команде,грамотная речь,деловое общение,стрессоустойчивость,mathcad,грамотность,чтение чертежей,ответственность,креативность,other
Казань,К-Центр,2019-12-13T14:27:00+0300," В компанию требуется оператор службы поддержки со знанием итальянского языка. Компания занимается обслуживанием сайта, ориентированного на зарубежных (преимущественно европейских) клиентов. В задачи оператора службы поддержки входит консультация клиентов сайта по текущим вопросам посредством email и через лайв чат. Не продажи.    Обязанности:      Консультация клиентов по возникающим вопросам через лайв чат и email.      Требования:      Знание итальянского языка на хорошем уровне, знание правил деловой переписки на итальянском языке.   Умение вежливо общаться и решать конфликтные ситуации, стрессоустойчивость.      Условия:      8-часовой рабочий день.   Работа в офисе.   Обеды оплачиваются.   ",Полная занятость,Сменный график,Нет опыта,|Итальянский язык|Грамотность|Деловая переписка|Ответственность|Стрессоустойчивость,,43571.42857142857,,32000.0,оператор службы поддержки со знанием итальянского языка,"Знание итальянского языка на хорошем уровне, знание правил деловой переписки на итальянском языке. Умение вежливо общаться и решать конфликтные ситуации...",Консультация клиентов по возникающим вопросам через лайв чат и email.,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
Казань,FIX,2019-11-21T09:15:35+0300," Наш проект сотрудничает с крупнейшими операторами связи, поставщиками развлекательных сервисов, игр, медиа-контента и рекламных сетей. Мы помогаем им привлекать новых пользователей и доставлять до них контент.   Наш call-центр - это высококлассные специалисты, которые помогают разобраться в сложных и некорректных ситуациях.   Мы любим идейных и инициативных людей, готовых к самореализации и развитию. Учим, развиваем и тренируем наших сотрудников. Видим и замечаем достижения каждого. Здесь по достоинству оценят ваши заслуги и вознаградят за полученные результаты.    Основными задачами будут:      Прием звонков от абонентов;   Консультации клиентов по содержанию и отключению услуг;   Ведение отчетности.      Необходимые профессиональные навыки:      Грамотная устная речь;   Стрессоустойчивость;   Владение персональным компьютером.      Взамен мы предложим:      График работы: 2/2 (2 дневные смены, 2 выходных, 2 ночные, 2 выходных);   Официальное оформление;   Уютный офис в центре города (парковка в наличии);   Интересные задачи и работа в команде профессионалов;   Корпоративные праздники и мероприятия;   Занятия спортом (футбол, волейбол, йога);   Корпоративные курсы английского языка;   Релокационный пакет;   ДМС.   ",Полная занятость,Сменный график,Нет опыта,,,34000.0,,29000.0,оператор сall центра,Грамотная устная речь. Стрессоустойчивость. Владение персональным компьютером.,Прием звонков от абонентов. Консультации клиентов по содержанию и отключению услуг. Ведение отчетности.,0.7333333333333333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Казань,GDC (ICL Services),2019-12-04T12:12:19+0300," Мы ищем тех, кто хочет начать разбираться в IT и помогать с решением различных технических проблем.     получение практического опыта по решению проблем в IT: различные информационные системы, персональные устройства корпоративного сегмента;   у нас высокие стандарты по работе – все процессы задокументированы, поможет с адаптацией и обучением;   работаем с белой официальной зарплатой, с премиями и другими бонусами;   работа в 5 дневку.      Важно:  работа у нас не связана с холодными/горячими и другими продажами.    Что будем делать:      прием и регистрация заявок от пользователей (телефон, почта, мессенджеры);   решение различных технических задач;   создание, подготовка различных отчётов в IT-системах;   соблюдение основных показателей эффективности работы, которые находятся в зоне нашей ответственности.      Что мы ожидаем от вас:      законченное высшее или среднее специальное образование;   общее понимание компьютерной техники на уровне уверенного пользователя;   стремление обучаться новому, работать в большой и дружной команде;   желание развиваться как технический специалист, системный администратор или как менеджер, управленец.      Что мы за это предлагаем:    Выплаты и бонусы:     бонусы и 13 зарплата;   выплаты к отпуску и значимым событиям (свадьба, рождение детей);   компенсация процентов по ипотеке и беспроцентная ссуда;   ДМС со стоматологией;   компенсация спорта, скидки в фитнес-клубах.     Условия труда:     современный офис с тренажерами, office kitchens и банкоматами;   столовые в офисах и скидки на питание.     Обучение и карьера:     вендорное обучение и сертификация за счет компании;   обучение английскому и общение с иностранными заказчиками;   возможность участия в техническом и управленческом кадровом резерве.     Экология и благотворительность     помогаем детским домам, школам, приютам для животных;   озеленяем город, бережем ресурсы;   поддерживаем социальные инициативы сотрудников.      Узнай про нас больше!    Видео тур по Сервис Деску (English version):   https://www.youtube.com/watch?v=s8BQAjEyFCI   Just fun video:   https://www.youtube.com/watch?v=0QqENYdYQRI   и по хештегам в VK, Fb, insta: #ICLServices #GDC             ",Полная занятость,Полный день,От 1 года до 3 лет,|Техническая поддержка|Helpdesk|ITIL|Настройка ПО,3.0,43571.42857142857,1.0,46526.315789473694,оператор технической поддержки,"Законченное высшее или среднее специальное образование. Общее понимание компьютерной техники на уровне уверенного пользователя. Стремление обучаться новому, работать в большой...","Прием и регистрация заявок от пользователей (телефон, почта, мессенджеры). Решение различных технических задач. Создание, подготовка различных отчётов в IT-системах. ",0.3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Казань,Управление информационными проектами,2019-12-10T10:55:39+0300," Наша компания - лидер в России по разработке программных продуктов и лучший Работодатель в Казани для начинающих и опытных специалистов. Мы более 20 лет на рынке! За последний год мы выросли в 3 раза (сейчас около 200 сотрудников) и продолжаем развиваться, поэтому ждем в тебя в нашу позитивную, дружную, современную команду! Мы дадим тебе возможность хорошо зарабатывать и стать профессионалом. Откликайся и присылай свое резюме!     Что ты будешь делать:        принимать входящие звонки / запросы по электронной почте и консультировать пользователей;           Ты наш сотрудник, если:       у тебя есть опыт работы с людьми (продажи, клиентское или техническое сопровождение, call-центр, телемаркетинг и др.);   ты доброжелателен и у тебя хорошие коммуникативные навыки и грамотная речь;   уверенно пользуешься интернетом и программами MS Office (Word, Exсel)           Что ты получишь:       стабильную работу в крупной и известной компании;   белую заработную плату;   официальное оформление по ТК РФ;   удобный сменный график (8:00 – 17:00/ 9:00 – 18:00 / 10:00 – 19:00);   возможность развиваться и расти по карьере;   непрерывное обучение от компании;   работу в молодом, дружном, позитивном коллективе;   лояльного и опытного руководителя;   возможность найти новых друзей (корпоративные праздники и др. мероприятия).           Отправляй отклик прямо сейчас! Мы ждем тебя!    ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,23000.0,1.0,23000.0,оператор сall центра,"У тебя есть опыт работы с людьми (продажи, клиентское или техническое сопровождение, call-центр, телемаркетинг и др.). Ты доброжелателен и...",Принимать входящие звонки / запросы по электронной почте и консультировать пользователей.,0.1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Казанькомпрессормаш,2019-12-10T14:19:06+0300," ОАО «Казанькомпрессормаш» – ведущий в России и странах СНГ производитель компрессорного оборудования и полнокомплектных решений на базе компрессоров для различных отраслей промышленности.   Завод основан в 1951 г. Сегодня «Казанькомпрессормаш» является современным, динамично развивающимся и стабильным предприятием, изготавливающим высокотехнологичное компрессорное оборудование как стандартного, так и индивидуального исполнения в соответствии с требованиями заказчика.   Обязанности:     фрезеровка колес, аппаратов по программе, обработка отверстий в пром. валах.     Требования:     знание устройства отдельных узлов обслуживаемых станков с программным управлением и особенности их работы.   чтение чертежей обрабатываемых деталей.   опыт работы от 1 года.   квалификация 4-5 разряд.     Условия:     Работа в 2 смены.   Корпоративное бесплатное питание.   Возможность профессионального и карьерного роста.   Оформление, отпуск, больничный и пр. по ТК (полный соц. пакет).   Своевременная оплата труда.   Дружный коллектив.   Удобная транспортная развязка.   Парковка для личного транспорта.   Наличие собственной базы отдыха в Боровых Матюшино.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Чтение чертежей,3.0,43571.42857142857,1.0,32000.0,оператор станков с чпу,Знание устройства отдельных узлов обслуживаемых станков с программным управлением и особенности их работы. Чтение чертежей обрабатываемых деталей. Опыт работы от...,"Фрезеровка колес, аппаратов по программе, обработка отверстий в пром. валах.",0.1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Казань,Ресурс Групп,2019-11-14T15:26:55+0300," На работу ВАХТОВЫМ МЕТОДОМ приглашаем операторов ЧПУ    -  ВАХТА  60/30     - 6/1 по 11 часов     -  ЖИЛЬЕ  предоставляется  БЕСПЛАТНО      -  СПЕЦ.ОДЕЖДА  предоставляется  БЕСПЛАТНО      - АВАНСЫ 2 раза в месяц     -  ПРОЕЗД  ПРЕДОСТАВЛЯЕТСЯ     - ЗП НЕ СДЕЛКА НЕ НОРМА, ФИКСИРОВАННАЯ ПОЧАСОВАЯ  СТАВКА     -  ОФИЦИАЛЬНОЕ  трудоустройство по ТК РФ от ПРЯМОГО РАБОТОДАТЕЛЯ     Требования:     - опыт работы от 3 лет,подтвержденный в ТК     - разряд от 4 (не ниже)  ",Полная занятость,Вахтовый метод,От 3 до 6 лет,,6.0,43571.42857142857,3.0,75000.0,оператор станка с чпу,"опыт работы от 3 лет,подтвержденный в ТК. - разряд от 4 (не ниже).",Без обязанностей,0.9666666666666667,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Ресурс Групп,2019-11-28T10:42:22+0300,"  На работу  ВАХТОВЫМ МЕТОДОМ  приглашаем операторов станков с ЧПУ      Условия:      -  ВАХТА  60/30     - 6/1 по 11 часов     -  ЖИЛЬЕ  предоставляется  БЕСПЛАТНО      -  СПЕЦ.ОДЕЖДА  предоставляется  БЕСПЛАТНО      - На  ПИТАНИЕ  выдаем  АВАНСЫ  2 раза в месяц     -  ПРОЕЗД  ПРЕДОСТАВЛЯЕТСЯ     -  ОФИЦИАЛЬНОЕ  трудоустройство по ТК РФ от ПРЯМОГО РАБОТОДАТЕЛЯ     Требования:     - Опыт работы от 2 лет,подтвержденный в трудовой книжке     - разряд от 4       Обязанности:      - Работа токарной группе станков с ЧПУ...  ",Полная занятость,Вахтовый метод,От 3 до 6 лет,,6.0,43571.42857142857,3.0,75000.0,оператор станков с чпу,"Опыт работы от 2 лет,подтвержденный в трудовой книжке. - разряд от 4.",Работа токарной группе станков с ЧПУ...,0.5,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Ресурс Групп,2019-12-03T08:31:00+0300," На работу вахтовым методом в Воронежскую область требуются операторы станков с ЧПУ фрезерной и токарной группы, вахта 60/30. Оплата фиксированная и стабильная 240 руб./час, ночной коэффициент 1,2 (288 руб./час) (НЕ сделка), 11 час./день, 6 дн./нед. (з.п. 70000- 75000 руб./мес).   Проживание, проезд, спец. одежда предоставляются, питание самостоятельно. Выдача аванса производится каждые 2 недели. Прямой работодатель, официальное трудоустройство.   Разряд 4-6, опыт от 3 лет. Токарные, фрезерные, карусельные, расточные станки с ЧПУ. Стойки CNC, FANUK, NC- 230, Синумерик, Бош.     ",Полная занятость,Вахтовый метод,От 3 до 6 лет,|Пользователь ПК|Mathcad|Творческое мышление,6.0,75000.0,3.0,70000.0,оператор чпу,"Разряд 4-6, опыт от 3 лет. Токарные, фрезерные, карусельные, расточные станки с ЧПУ. Стойки CNC, FANUK, NC- 230, Синумерик...",Без обязанностей,0.3333333333333333,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Казань,РУНЕТ БИЗНЕС СИСТЕМЫ,2019-11-18T13:36:11+0300," Компания специализируется на предоставлении услуг в области электронной коммерции, а также процессинга электронных платежей.   Сегодня клиентами РБС являются крупнейшие банки и компании России: Сбербанк РФ, Альфа-Банк, Аэрофлот, Открытие, группа ВТБ и многие другие.   Мы ценим наших коллег. Заботимся об их комфорте. Обеспечиваем достойный уровень заработной платы.        Твои задачи:    • Прием и обработка обращений пользователей по телефону, почте и через систему Help desk;   • Оказание помощи и консультирование пользователей по всем возникающим вопросам;   • Взаимодействие со второй линией технической поддержки.        Ты - наш кандидат, если у тебя есть:    • Высшее/неоконченное высшее техническое образование;   • MS Office на уровне администратора;   • Желателен опыт работы в службе технической поддержки (банки, интернет-эквайринг);   • Желателен опыт работы с Helpdesk-системами и багтрекингом;   • Английский язык на уровне intermediate (разговорный).     Взамен мы:        • Гарантируем оформление трудовых отношений в соответствии с ТК РФ: &quot;белую&quot; конкурентоспособную зарплату, оплату больничных и отпусков;   • Обеспечиваем ДМС, включая стоматологию, участие в программах корпоративного кредитования и страхования;   • Даем возможность карьерного роста;   • Предлагаем обучение в Корпоративном Университете, возможность посещать внешние тренинги;   • Находимся в ИТ-парке. ",Полная занятость,Сменный график,От 1 года до 3 лет,,3.0,43571.42857142857,1.0,46526.315789473694,оператор технической поддержки казань,"Высшее/неоконченное высшее техническое образование. MS Office на уровне администратора. Желателен опыт работы в службе технической поддержки (банки, интернет-эквайринг). ","Прием и обработка обращений пользователей по телефону, почте и через систему Help desk. Оказание помощи и консультирование пользователей по всем...",0.8333333333333334,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Maxima,2019-12-12T11:38:11+0300,"  Компания MAXIMA работает с 2008 года. Мы занимаемся разработкой IT-направлений, продвижением (маркетинг, PR), back office (техническая поддержка, работа с репутацией). Наши специалисты знают, какой стек технологий выбрать для простых задач, а какой лучше реализовать с масштабным проектом. Мы свободно «разговариваем» на любых языках программирования и пишем красивый код!     Чем предстоит заниматься :     Регистрация входящей информации   Ведение внутренней базы данных   Обработка данных          Что мы хотим видеть :     Уверенный пользователь ПК, Интернет   Внимательность, аккуратность   Ответственность   Знания в математик на уровне школьной программы   Высокая скорость работы   Готовность работать в режиме многозадачности и высокой интенсивности          Мы предлагаем :     Официальное трудоустройство   Работа в уютном офисе   Полис ДМС после испытательного срока    График работы 2/2   с 13:00 до 01:00; 2/2 с 07:00 до 19:00 и с 19:00 до 07:00 (день+ночь). График устанавливается руководством.    Обучение, программа наставничества   Оборудованная кухня   Корпоративное кафе   Спортивный зал в офисе Компании   Курсы английского языка   Разнообразные корпоративные мероприятия      Приходи к нам и стань частью нашей команды!  ",Полная занятость,Сменный график,Нет опыта,|Исполнительность|Математический анализ|Пользователь ПК|Грамотная речь|Деловая переписка|Работа в команде|Делопроизводство|Работа с большим объемом информации|Грамотность|Документооборот|Работа с базами данных|Ответственность|Internet,,25000.0,,25000.0,оператор пк,"Уверенный пользователь ПК, Интернет. Внимательность, аккуратность. Ответственность. Знания в математик на уровне школьной программы. Высокая скорость работы. Готовность работать в...",Регистрация входящей информации. Ведение внутренней базы данных. Обработка данных.,0.03333333333333333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1
Казань,Вакууммаш,2019-12-11T10:47:28+0300,"   Лидирующему разработчику, основному производителю вакуумной техники в России и СНГ АО «Вакууммаш»       требуется оператор горизонтально-расточного станка с ЧПУ на новые станки чешского производства           Обязанности:       наладка станка на деталь по техпроцессу;   отработка первой детали с предъявлением ОТК;   корректировка управляющих программ (режимы резания);   изготовление деталей по управляющей программе согласно чертежа (эскиза, техпроцесса и т.д.);   проверка качества и уровня точности произведенных деталей с помощью измерительных инструментов, и контроль деталей;   проведение подналадки, наладки на серийные детали (замена инструмента, привязка, корректировка, вызов требуемой программы);   контроль расхода и технического состояния материалов, используемых при работе станка (СОЖ, масло, и т.д.);   наблюдение за работой оборудования и оповещение руководителя и ремонтных служб о замеченных неисправностях;   заполнение сопроводительной документации.       Требования:       среднее техническое или высшее образование (профильное-машиностроение приветствуется).   обязательный опыт работы по направлению от 3 лет (на фрезерных станках с ЧПУ, обработка крупногабаритных деталей)!   глубокое понимание различных способов обработки металла;     должен уметь:     наладку станков с ЧПУ;   читать чертежи;   пользоваться мерительным инструментом.     должен знать:     CAD/CAM системы;   системы ЧПУ SIEMENS SINUMERIK 840D sl, Fanuc 0i, 31i;   правила эксплуатации, устройство и технологические возможности обслуживаемых станков, приспособлений, приборов и инструмента;   показатели контроля состояния эмульсии СОЖ;   систему допусков и посадок.       Условия:       по графику с 07.00-19.00, 19.00-07.00 (суббота, воскресенье выходной).   белая заработная плата, по итогам собеседования.   стоянка на территории предприятия, тренажёрный зал.   утренний вахтовый автобус.   дотации на питание.   льготы и компенсации, предусмотренные коллективным договором.   стабильность (наше предприятие на рынке более 70 лет!).           Ждем Ваших резюме, если Ваше резюме будет соответствовать требованиям вакансии, мы обязательно с Вами свяжемся!       ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,43571.42857142857,3.0,50000.0,оператор наладчик горизонтально расточного станка с чпу,Среднее техническое или высшее образование (профильное-машиностроение приветствуется). Обязательный опыт работы по направлению от 3 лет (на фрезерных станках с...,Наладка станка на деталь по техпроцессу. Отработка первой детали с предъявлением ОТК. Корректировка управляющих программ (режимы резания). Изготовление деталей по...,0.06666666666666667,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Казаньоргсинтез,2019-12-09T08:51:28+0300," Обязанности:   - наладка станка на деталь;   - отработка первой детали с предъявлением в БТК;   - составление и корректировка управляющих программ;   - наладка инструмента на приборах настройки инструмента;   - изготовление деталей по управляющей программе согласно чертежа, техпроцесса и т.д.;   - проверка качества и уровня точности произведенных деталей с помощью измерительных инструментов, контроль деталей.    Требования:    - среднее профессиональное или высшее образование (профильное машиностроительное приветствуется);   - опыт работы по направлению от 3-х лет ( обработка металлов на токарных, фрезерных, расточных станках с ЧПУ);   - знание ЕСКД;   - использование мерительного инструмента;   - знание систем ЧПУ компаний Siemens, Fanuc, Heidenhain, Fagor, Балт- Систем, CAD/CAM системы;   - знание правил эксплуатации, устройство и технологические возможности станков, приспособлений, приборов, инструмента.   Условия:     тариф + ежемесячная премия до 100% от тарифа, оплата сверхурочной работы и работы в выходные и нерабочие праздничные дни; уровень заработной платы зависит от разряда;   вахтовые автобусы из разных районов города;   собственные базы отдыха, санаторий-профилакторий, медико-санитарная часть;   собственный детский лагерь;     различные социальные льготы и выплаты по коллективному договору;     комбинат общественного питания с демократичными ценами;   пятидневная рабочая неделя, понедельник – четверг с 7.00 до 16.00, пятница с 7.00 до 15.00.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,46000.0,3.0,38000.0,оператор станков с чпу,среднее профессиональное или высшее образование (профильное машиностроительное приветствуется). - опыт работы по направлению от 3-х лет ( обработка металлов на токарных...,наладка станка на деталь. - отработка первой детали с предъявлением в БТК. - составление и корректировка управляющих программ. - наладка инструмента на приборах...,0.13333333333333333,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Ресурс Групп,2019-12-12T10:52:17+0300,"  НА ВАХТУ (ВОРОНЕЖСКАЯ ОБЛАСТЬ)      ТРЕБУЮТСЯ ОПЕРАТОРЫ СТАНКОВ С ЧПУ:      работа на станках с ЧПУ (токарные, фрезерные, карусельные, расточные)   стойки CNC, Фанук, NC-230, Синумерик, Бош     Требования:     Опыт работы на какой-либо из вышеуказанных стоек   5 разряд, стаж от 3 лет     Условия:     Вахта 60/30   Проживание бесплатное (квартиры)   Спецодежда выдается   Компенсация проезда   Официальное трудоустройство   Стабильная зп без задержек   ",Полная занятость,Вахтовый метод,От 1 года до 3 лет,,3.0,75000.0,1.0,70000.0,оператор станков с чпу,"Опыт работы на какой-либо из вышеуказанных стоек. 5 разряд, стаж от 3 лет.","Работа на станках с ЧПУ (токарные, фрезерные, карусельные, расточные). Стойки CNC, Фанук, NC-230, Синумерик, Бош.",0.03333333333333333,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Ресурс Групп,2019-12-04T10:24:14+0300,"  На работу  ВАХТОВЫМ МЕТОДОМ  приглашаем в Воронежскую область       Условия:      -  ВАХТА  60/30     - 6/1 по 11 часов     -  ЖИЛЬЕ  предоставляется  БЕСПЛАТНО      -  СПЕЦ.ОДЕЖДА  предоставляется  БЕСПЛАТНО      -  АВАНСЫ  2 раза в месяц     -  ПРОЕЗД  ПРЕДОСТАВЛЯЕТСЯ     -  ОФИЦИАЛЬНОЕ  трудоустройство по ТК РФ от ПРЯМОГО РАБОТОДАТЕЛЯ      Требования:      - Опыт работы от 3 лет     - Разряд от 3       Обязанности:      - Работа на токарных,карусельных ... станках с ЧПУ,стойки различные      ",Полная занятость,Вахтовый метод,От 3 до 6 лет,,6.0,43571.42857142857,3.0,75000.0,оператор станков с чпу,Опыт работы от 3 лет. - Разряд от 3.,"Работа на токарных,карусельных ... станках с ЧПУ,стойки различные.",0.3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Асстро,2019-11-29T16:10:45+0300," Обязанности:     Обработка корпусных детателей.     Стойка Fanuc токарная, фрезерная группа.   Требования:     Удостоверение или запись в трудовой книжке.     Условия:     Официальное трудоустройство.   Вахтовый метод 60/30 в г.Набережные Челны.   Жилье предоставляем 2х или 3х комн. квартиры,   Питание на производстве так же предоставляем.   Заработная плата указана за месяц работы.   ",Полная занятость,Вахтовый метод,Нет опыта,,,43571.42857142857,,53000.0,оператор станка с чпу,Удостоверение или запись в трудовой книжке.,Обработка корпусных детателей.,0.4666666666666667,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Асстро,2019-11-29T16:19:28+0300,"  Обязанности:      работа на станках фрезерной и токарной группы стойка Фанук   обработка корпусных деталей     Требования:     опыт работы от 2х лет,   опыт подтвержденный в трудовой либо удостоверение     Условия:     работа в г. Набережные Челны,   Иногородним предоставляем бесплатное комфортное жилье,   Своевременная выплата заработной платы   Официальное трудоустройство   ",Полная занятость,Вахтовый метод,От 1 года до 3 лет,,3.0,43571.42857142857,1.0,58000.0,оператор станков с чпу,Опыт работы от 2х лет. Опыт подтвержденный в трудовой либо удостоверение.,Работа на станках фрезерной и токарной группы стойка Фанук. Обработка корпусных деталей.,0.4666666666666667,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ПромКонсалтинг,2019-12-06T15:37:45+0300," Требуются операторы станков с ЧПУ (токарная или фрезерная гр.) для работы  ВАХТОВЫМ МЕТОДОМ  (6-дневная рабочая неделя, 60/30) на предприятии  в г. РОСТОВ-НА-ДОНУ.    Полная оплата стоимости проезда из любого региона.   Обязанности:     Обработка деталей на станках с ЧПУ токарной или фрезерной группы (стойки siemens, fanuk, heidenhain, haas, akira-seiki, нц - приветствуется опыт работы на любой из стоек)     Требования:     Документальное подтверждение опыта работы.  Рассматриваем соискателей с небольшим, но &quot;свежим&quot; опытом работы  по специальности, от 3 разряда   Соблюдение трудовой и бытовой дисциплины     Условия:     Прямой работодатель, официальное трудоустройство по ТК РФ, соц пакет.   Выплата заработной платы  БЕЗ ЗАДЕРЖЕК.  Оплата производится по почасовой ставке,  в среднем заработная плата от 57000 руб./мес.  Конечная сумма зависит от количества отработанных часов   Выплаты 2 раза в месяц на банковскую карту, для новых сотрудников предусматриваются авансы.   Проживание в съемных квартирах предоставляем бесплатно (заселяем по 2 чел. в комнату).   Спецодежда.   Возмещение всех затрат на проезд на вахту/с вахты.      Наша организация не берет денег за трудоустройство, так как является прямым работодателем.  ",Полная занятость,Вахтовый метод,От 1 года до 3 лет,,3.0,43571.42857142857,1.0,57000.0,оператор станка с чпу,"Обработка деталей на станках с ЧПУ токарной или фрезерной группы (стойки siemens, fanuk, heidenhain, haas, akira-seiki, нц - приветствуется опыт...",Соблюдение трудовой и бытовой дисциплины.,0.23333333333333334,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
