city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,активные продажи,деловое общение,работа в команде,обучение и развитие,навыки продаж,грамотная речь,пользователь пк,продажа страховых продуктов,прямые продажи,розничная торговля,other
Екатеринбург,"МОТИВ, телекоммуникационная группа",2019-12-02T07:43:33+0300,"  Телекоммуникационная группа МОТИВ  — один из ведущих представителей телекоммуникационной сферы на территории УрФО, Курганской области, ХМАО и ЯНАО. Мы существуем на рынке услуг сотовой связи уже более 20 лет! Вы можете стать частью большой команды единомышленников. Приглашаем Вас на должность  Продавца-консультанта  (Специалиста-кассира офиса).    Требования:      Целеустремленность, нацеленность на результат;   Активная жизненная позиция, позитивный настрой;   Желание работать и зарабатывать;   Хорошо развитые коммуникативные навыки, умение заинтересовать и убедить;   Готовность учиться самому и передавать свои знания и опыт другим;   Желание расти вверх по карьерной лестнице.      Обязанности:      Продажа продуктов и услуг Компании;   Консультация клиентов по вопросам услуг сотовой связи;   Проведение абонентских операций;   Работа с кассой;   Участие в мероприятиях, направленных на увеличение продаж.      Условия работы:      Официальное трудоустройство по ТК РФ;   Стабильная «белая» заработная плата (оклад + премиальная часть, дающая возможность влиять на свой заработок);   Социальный пакет;   Корпоративные скидки и интересные акции для сотрудников Компании;   Удобное расположение места работы.     А также:     Бесплатное обучение и оплачиваемая стажировка;   Корпоративный университет (прохождение Бизнес-тренингов, направленных на развитие профессиональных и личностных качеств);   Возможность профессионального и карьерного роста;   Насыщенная корпоративная жизнь (праздники, поездки, конференции).   ",Полная занятость,Сменный график,Нет опыта,,,59750.0,,30000.0,продавец консультант,"Целеустремленность, нацеленность на результат. Активная жизненная позиция, позитивный настрой. Желание работать и зарабатывать. Хорошо развитые коммуникативные навыки, умение заинтересовать и...",Продажа продуктов и услуг Компании. Консультация клиентов по вопросам услуг сотовой связи. Проведение абонентских операций. Работа с кассой. ,0.36666666666666664,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Билайн,2019-12-12T14:26:43+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:    · Мечтаешь работать с технологиями, опережающими время и создающими будущее?   · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?   · Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?    Чем ты будешь заниматься:    · Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   · Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.    У тебя будет:    · Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.   · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   · Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)    Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:    · Оформление в штат без стажировки.   В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!    Приходи, будет круто! ",Полная занятость,Полный день,Нет опыта,,,60000.0,,40000.0,продавец консультант в офис продаж,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.03333333333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Билайн,2019-12-13T07:58:58+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:    · Мечтаешь работать с технологиями, опережающими время и создающими будущее?   · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?   · Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?    Чем ты будешь заниматься:    · Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   · Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.    У тебя будет:    · Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.   · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   · Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)    Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:    · Оформление в штат без стажировки.   В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!    Приходи, будет круто! #яработаювбилайн #хочувбилайн #followbeeline ",Полная занятость,Полный день,Нет опыта,,,60000.0,,40000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,М.Видео-Эльдорадо,2019-12-10T11:01:38+0300,"  Наши пожелания:    Отличные коммуникативные навыки;   Доброжелательность и грамотная речь.    Ваши задачи:    Продажа товаров и консультирование покупателей;   Информирование клиентов о действующих рекламных акциях;   Поддержание порядка в торговом зале и на витринах;   Участие в проведении инвентаризаций.    Мы обещаем:    Оформление в первый рабочий день в полном соответствии с Трудовым кодексом РФ;   Достойная заработная плата (фиксированный оклад+ личные проценты);   Работа в ведущей федеральной публичной розничной компании;   Возможность работать рядом с домом;   Карьерный рост;   Бесплатное обучение передовым технологиям продаж и самым востребованным знаниям;   Корпоративные скидки сотрудникам;   Активный, дружный коллектив. ",Полная занятость,Полный день,Нет опыта,,,42500.0,,31000.0,продавец консультант,Отличные коммуникативные навыки. Доброжелательность и грамотная речь.,Продажа товаров и консультирование покупателей. Информирование клиентов о действующих рекламных акциях. Поддержание порядка в торговом зале и на витринах. ,0.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,М.Видео-Эльдорадо,2019-12-10T08:31:49+0300,"  Наши пожелания:    Отличные коммуникативные навыки;   Доброжелательность и грамотная речь.    Ваши задачи:    Продажа товаров и консультирование покупателей;   Информирование клиентов о действующих рекламных акциях;   Поддержание порядка в торговом зале и на витринах;   Участие в проведении инвентаризаций.    Мы обещаем:    Оформление в первый рабочий день в полном соответствии с Трудовым кодексом РФ;   Достойная заработная плата (фиксированный оклад+ личные проценты);   Работа в ведущей федеральной публичной розничной компании;   Возможность работать рядом с домом;   Карьерный рост;   Бесплатное обучение передовым технологиям продаж и самым востребованным знаниям;   Корпоративные скидки сотрудникам;   Активный, дружный коллектив. ",Полная занятость,Полный день,Нет опыта,,,42500.0,,31000.0,продавец консультант,Отличные коммуникативные навыки. Доброжелательность и грамотная речь.,Продажа товаров и консультирование покупателей. Информирование клиентов о действующих рекламных акциях. Поддержание порядка в торговом зале и на витринах. ,0.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,М.Видео-Эльдорадо,2019-12-10T08:31:45+0300,"  Наши пожелания:    Отличные коммуникативные навыки;   Доброжелательность и грамотная речь.    Ваши задачи:    Продажа товаров и консультирование покупателей;   Информирование клиентов о действующих рекламных акциях;   Поддержание порядка в торговом зале и на витринах;   Участие в проведении инвентаризаций.    Мы обещаем:    Оформление в первый рабочий день в полном соответствии с Трудовым кодексом РФ;   Достойная заработная плата (фиксированный оклад+ личные проценты);   Работа в ведущей федеральной публичной розничной компании;   Возможность работать рядом с домом;   Карьерный рост;   Бесплатное обучение передовым технологиям продаж и самым востребованным знаниям;   Корпоративные скидки сотрудникам;   Активный, дружный коллектив. ",Полная занятость,Полный день,Нет опыта,,,42500.0,,31000.0,продавец консультант,Отличные коммуникативные навыки. Доброжелательность и грамотная речь.,Продажа товаров и консультирование покупателей. Информирование клиентов о действующих рекламных акциях. Поддержание порядка в торговом зале и на витринах. ,0.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Мобильный город,2019-12-12T05:10:17+0300,"  Приглашаем специалистов по продажам в салоны связи Tele2!       Стремишься быть финансово независимым?     Хочешь построить карьеру в стабильной компании с мировым именем?     Или желаешь сменить сферу деятельности и набраться опыта в продажах?  Мы приветствуем Твои стремления и приглашаем Тебя в нашу команду!       Очень круто, если Ты:       Умеешь располагать к себе людей.     Активно интересуешься новинками в сфере технологий.     Готов постоянно совершенствовать свои профессиональные и личные навыки.       Присоединившись к команде, Ты получаешь:       Высокий стабильный доход (оклад + %)     Гибкий график 2/2 или 3/3     Возможность быстрого карьерного роста     Профессиональное обучение и тренинги от лучших тренеров компании (вводное обучение с  выплатой стипендии )     Компенсация сотовой связи.     Скидки на товары компании.     Лояльное руководство, доброжелательное отношение, помощь и постоянную     поддержку.     Насыщенную корпоративную жизнь. Мы не только хорошо работаем, но и отлично отдыхаем.       Познакомиться с нами просто:    1. Оставь свой отклик и мы обязательно ответим!   2. Позвони по указанному номеру и запишись на собеседование. ",Полная занятость,Полный день,Нет опыта,|Холодные звонки|Подбор персонала,,45000.0,,22000.0,продавец консультант tele2,Активно интересуешься новинками в сфере технологий. Готов постоянно совершенствовать свои профессиональные и личные навыки.,Без обязанностей,0.03333333333333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Новосибирск,Мобильный город,2019-12-11T04:33:28+0300,"  Приглашаем специалистов по продажам в салоны связи Tele2!       Стремишься быть финансово независимым?     Хочешь построить карьеру в стабильной компании с известным мировым именем?     Или может думаешь сменить сферу деятельности и набраться опыта в продажах?       Мы приветствуем Твои стремления и приглашаем Тебя в нашу команду!     Очень круто, если Ты:     - Умеешь располагать к себе людей.     - Активно интересуешься новинками в сфере технологий.     - Готов постоянно совершенствовать свои профессиональные и личные навыки.     Став частью нашей команды, ты получишь:       Высокий стабильный доход (оклад + %)     Гибкий график 2/2 или 3/3     Возможность быстрого карьерного роста     Оплачиваемое обучение     Сотовая связь за счет компании и корпоративные скидки на товары компании     Лояльное руководство, доброжелательное отношение, помощь и постоянную     поддержку.     Насыщенную корпоративную жизнь. Мы не только хорошо работаем, но и отлично   отдыхаем :)       Познакомиться с нами просто:     1. Оставьте отклик и мы Вам обязательно ответим!     2. Позвоните по указанным телефонам и запишитесь на собеседование.  ",Полная занятость,Сменный график,Нет опыта,|Активные продажи|Работа в команде|Грамотная речь|Пользователь ПК,,45000.0,,25000.0,продавец консультант салона связи tele2,Или может думаешь сменить сферу деятельности и набраться опыта в продажах? - Активно интересуешься новинками в сфере технологий. - Готов постоянно совершенствовать...,Без обязанностей,0.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
Казань,Билайн,2019-12-12T13:40:45+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!     Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)          Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, б  удет круто! #яработаювбилайн #хочувбилайн #followbeeline  ",Полная занятость,Полный день,Нет опыта,,,70000.0,,32000.0,продавец в салон связи,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.03333333333333333,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Общий центр обслуживания Пикта,2019-12-13T14:15:02+0300," Крупнейшая телекоммуникационная Компания МегаФон Ритейл приглашает на работу на вакансию Специалиста офиса продаж и обслуживания в Салоны связи МегаФон!    Какие задачи необходимо решать:      Продавать мобильные устройства (смартфоны, планшеты, телефоны и другие устройства), аксессуары   Консультировать клиентов   Подключать и обслуживать абонентов «МегаФон»   Решать организационные вопросы (открытие, закрытие салона, поддержание чистоты в салоне)      Для решения этих задач требуется:      Высокие коммуникативные навыки   Клиентоориентированность   Целеустремленность   Опыт работы в продажах желателен   Знание ПК (word/excel)   Желание работать в режиме многозадачности      Мы предлагаем:      Официальное трудоустройство   Фиксированный оклад + ежемесячная премия   Гибкий график работы (5/2 с плавающими выходными)   Корпоративную мобильную связь   ДМС   Корпоративное обучение и тренинги   Возможность карьерного и профессионально роста      Откликайся!  ",Полная занятость,Полный день,Нет опыта,,,75000.0,,40000.0,"продавец консультант салона связи ""мегафон""",Высокие коммуникативные навыки. Клиентоориентированность. Целеустремленность. Опыт работы в продажах желателен. Знание ПК (word/excel). Желание работать в режиме многозадачности.,"Продавать мобильные устройства (смартфоны, планшеты, телефоны и другие устройства), аксессуары. Консультировать клиентов. Подключать и обслуживать абонентов «МегаФон». Решать организационные вопросы...",0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,ТАТТЕЛЕКОМ,2019-12-05T09:15:41+0300,"  ПАО &quot;Таттелеком&quot; приглашает на работу специалиста с выполнением обязанностей кассира в офис продаж и обслуживания.     Мы рады Вам предложить:       официальное трудоустройство по ТК РФ;   гарантируем своевременные выплаты заработной платы;   достойную заработную плату (оклад 17 000р. + премия 20-30 % от оклада);   выплачивается ежегодная премия в размере оклада (17 000 р.) по итогам года;   возможность профессионального развития и успешного карьерного роста;   удобное расположение офисов продаж: ул.Пушкина.   сменный график работы, выходные по графику;   дружный коллектив, корпоративные выезды;   работу в современном офисе;   комфортные условия труда.      Ваши будущие задачи:      прием платежей, телеграмм, кассовое обслуживание;   продажа услуг связи (интернет, телевидение, телефония, сим-карты);   информирование/консультирование клиентов по предоставляемым услугам связи.       Нам нужен человек, который:      обладает отличными коммуникативными навыками: умеет быстро находить подход к людям, аргументировать и убеждать, всегда доброжелателен, вежлив и стрессоустойчив;   средне-специальное и/или высшее образование;   знает ПК на уровне уверенного пользователя;   приветствуется опыт работы в области продаж и обслуживания не менее 1 года, опыт работы на кассе.       Если Вы готовы учиться новому и достигать успеха, наша команда ждет именно Вас!      ",Полная занятость,Сменный график,Нет опыта,,,22100.0,,17000.0,продавец кассир услуг связи,"Обладает отличными коммуникативными навыками: умеет быстро находить подход к людям, аргументировать и убеждать, всегда доброжелателен, вежлив и стрессоустойчив. ","Прием платежей, телеграмм, кассовое обслуживание. Продажа услуг связи (интернет, телевидение, телефония, сим-карты). Информирование/консультирование клиентов по предоставляемым услугам связи.",0.26666666666666666,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Билайн,2019-12-06T16:53:55+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!     Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)          Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, будет круто!   ",Полная занятость,Полный день,Нет опыта,,,70000.0,,32000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.23333333333333334,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Билайн,2019-11-27T18:01:32+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?     · Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   · Хочешь знать, как это – приходить на работу с удовольствием?     Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.     · Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   · Возможность отлично зарабатывать: гарантированный оклад + премия!   · Полностью официальное оформление и выплаты.   · Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!     Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)          Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:       Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, будет круто!   ",Полная занятость,Полный день,Нет опыта,,,70000.0,,32000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.5333333333333333,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Билайн,2019-11-29T15:40:42+0300,"  Офис продаж – «визитная карточка» нашего бизнеса! И ты можешь стать частью передовой команды!     Ты:      Мечтаешь работать с технологиями, опережающими время и создающими будущее?   Стремишься быть в гуще событий, в команде таких же целеустремленных и драйвовых, как и ты?   Хочешь знать, как это – приходить на работу с удовольствием?   Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?      Чем ты будешь заниматься:      Продавать инновационные продукты и услуги Компании, делающие жизнь людей проще и лучше: крутые девайсы, смартфоны и аксессуары к ним!   Делиться своей экспертизой и знаниями, консультируя клиентов и помогая им решать самые разные задачи.      У тебя будет:      Крутая команда и помощь руководителя, активная жизнь: корпоративные праздники, открытое общение с коллегами в корпоративной сети и в реальном мире.   Вводное (с выплатой стипендии) и регулярное обучение - мир технологий быстро меняется, и ты будешь всегда в курсе самых актуальных новинок.   Возможность отлично зарабатывать: гарантированный оклад + премия!   Полностью официальное оформление и выплаты.   Дополнительные льготы и бонусы от компании: полис добровольного медицинского страхования (включает стоматологию), скидки на покупку девайсов, корпоративная мобильная связь и интернет и многое другое - ты сам убедишься в качестве наших услуг!   Удобное место и график работы (5/2, плавающие выходные, 2 варианта смен в день)      Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода:      Оформление в штат без стажировки.         В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду.   Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики.   Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.    Мы верим в возможности человека и помогаем раскрыть их даже тем, у кого нет опыта!     Приходи, б  удет круто! #яработаювбилайн #хочувбилайн #followbeeline  ",Полная занятость,Полный день,Нет опыта,|Активные продажи|Деловое общение|Обучение и развитие|Работа в команде|Консультативные продажи,,70000.0,,32000.0,продавец консультант,"Специальные условия для кандидатов, имеющих опыт работы в сфере информационных технологий от полугода: Каждый сотрудник соблюдает Кодекс поведения, внутренние правила...",Без обязанностей,0.4666666666666667,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
Казань,Digital Sharks,2019-11-20T19:17:27+0300,"  Продавец-консультант, будущий эксперт    Салам! Мы удаляем информацию из интернета по всей планете, и у нас это круто получается. 40 % клиентов приходят по рекомендации, а customer success достигается в среднем за месяц после первого касания.   Ты спросишь:   – И чё?   И мы ответим:   – А ничё. Добро пожаловать в компанию, которую знают и любят клиенты по всему миру. С нами ты станешь умнее и богаче. Мы вырастим из тебя эксперта в сфере антикризисных коммуникаций.   Кого мы ищем: умных. Узнал(а) себя – откликайся.    Твои обязанности:        холодные продажи услуг компании – 15 % времени;       обработка входящих тёплых обращений.        Требования:        успешный опыт в холодных продажах;       вера в себя и никакова суецыда.        Условия:        крутая программа обучения: уверенные продажи через 1 месяц (с ростом в эксперта по ремувингу информации);       достойно оплачиваемый испытательный срок;       действительно неограниченный заработок – спроси коллег, они подтвердят;       официальное трудоустройство с комфортным офисом, анлим кофе и фруктами;       технологическая компания, идущая к мировому лидерству в сегменте ORM;       у нас движ, смех-веселье, любовь-доверие ♥.       Пожалуйста, напиши в сопроводительном письме, как видишь работу с нами, чтобы мы поняли, что ты не робот.   ",Полная занятость,Полный день,От 1 года до 3 лет,|B2B Продажи|Управление проектами|Поиск и привлечение клиентов|Ведение переговоров|Холодные продажи|Управление продажами|Заключение договоров|Развитие ключевых клиентов|CRM,3.0,350000.0,1.0,85000.0,продавец консультант,Успешный опыт в холодных продажах. Вера в себя и никакова суецыда.,Холодные продажи услуг компании – 15 % времени. Обработка входящих тёплых обращений.,0.7666666666666667,1,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
